case_id,roi_name,feature_name,value
oaizib_001,roi_1,original_shape_Elongation,0.8804610682406618
oaizib_001,roi_1,original_shape_Flatness,0.6141160449716369
oaizib_001,roi_1,original_shape_LeastAxisLength,53.37466487281388
oaizib_001,roi_1,original_shape_MajorAxisLength,86.91299520643368
oaizib_001,roi_1,original_shape_Maximum2DDiameterColumn,98.30813021973164
oaizib_001,roi_1,original_shape_Maximum2DDiameterRow,85.0612846527045
oaizib_001,roi_1,original_shape_Maximum2DDiameterSlice,95.0776996022732
oaizib_001,roi_1,original_shape_Maximum3DDiameter,104.13477145936328
oaizib_001,roi_1,original_shape_MeshVolume,200175.0170142081
oaizib_001,roi_1,original_shape_MinorAxisLength,76.52350860345211
oaizib_001,roi_1,original_shape_Sphericity,0.6943578259021257
oaizib_001,roi_1,original_shape_SurfaceArea,23832.743516028477
oaizib_001,roi_1,original_shape_SurfaceVolumeRatio,0.11905953036255701
oaizib_001,roi_1,original_shape_VoxelVolume,200196.56837380232
oaizib_001,roi_1,original_firstorder_10Percentile,29.0
oaizib_001,roi_1,original_firstorder_90Percentile,59.0
oaizib_001,roi_1,original_firstorder_Energy,4315311388.0
oaizib_001,roi_1,original_firstorder_Entropy,1.1253839728827735
oaizib_001,roi_1,original_firstorder_InterquartileRange,15.0
oaizib_001,roi_1,original_firstorder_Kurtosis,7.994518019926236
oaizib_001,roi_1,original_firstorder_Maximum,260.0
oaizib_001,roi_1,original_firstorder_MeanAbsoluteDeviation,9.598970249122551
oaizib_001,roi_1,original_firstorder_Mean,42.90805431605542
oaizib_001,roi_1,original_firstorder_Median,41.0
oaizib_001,roi_1,original_firstorder_Minimum,0.0
oaizib_001,roi_1,original_firstorder_Range,260.0
oaizib_001,roi_1,original_firstorder_RobustMeanAbsoluteDeviation,6.526738833517655
oaizib_001,roi_1,original_firstorder_RootMeanSquared,44.78394782171299
oaizib_001,roi_1,original_firstorder_Skewness,0.8884126782222526
oaizib_001,roi_1,original_firstorder_TotalEnergy,401514634.41977674
oaizib_001,roi_1,original_firstorder_Uniformity,0.5617736476732416
oaizib_001,roi_1,original_firstorder_Variance,164.50085730835013
oaizib_001,roi_1,original_glcm_Autocorrelation,5.116734654942241
oaizib_001,roi_1,original_glcm_ClusterProminence,4.9566124711941635
oaizib_001,roi_1,original_glcm_ClusterShade,0.8085167590210793
oaizib_001,roi_1,original_glcm_ClusterTendency,0.8017520563599965
oaizib_001,roi_1,original_glcm_Contrast,0.36124377830749044
oaizib_001,roi_1,original_glcm_Correlation,0.37848998710560827
oaizib_001,roi_1,original_glcm_DifferenceAverage,0.329740787486822
oaizib_001,roi_1,original_glcm_DifferenceEntropy,0.9812513493646311
oaizib_001,roi_1,original_glcm_DifferenceVariance,0.2514884120879938
oaizib_001,roi_1,original_glcm_Id,0.840043863736591
oaizib_001,roi_1,original_glcm_Idm,0.8382401322424189
oaizib_001,roi_1,original_glcm_Idmn,0.9970552771627713
oaizib_001,roi_1,original_glcm_Idn,0.9727193597350754
oaizib_001,roi_1,original_glcm_Imc1,-0.09851581282353386
oaizib_001,roi_1,original_glcm_Imc2,0.43270672968324675
oaizib_001,roi_1,original_glcm_InverseVariance,0.3050743989838586
oaizib_001,roi_1,original_glcm_JointAverage,2.237544754851109
oaizib_001,roi_1,original_glcm_JointEnergy,0.36339898761965517
oaizib_001,roi_1,original_glcm_JointEntropy,2.1087597789404224
oaizib_001,roi_1,original_glcm_MCC,0.4925908210082063
oaizib_001,roi_1,original_glcm_MaximumProbability,0.566939026159724
oaizib_001,roi_1,original_glcm_SumAverage,4.475089509702219
oaizib_001,roi_1,original_glcm_SumEntropy,1.7106299542733778
oaizib_001,roi_1,original_glcm_SumSquares,0.29074895866687167
oaizib_001,roi_1,original_gldm_DependenceEntropy,5.2008468066762745
oaizib_001,roi_1,original_gldm_DependenceNonUniformity,108862.45081703212
oaizib_001,roi_1,original_gldm_DependenceNonUniformityNormalized,0.050595363242005066
oaizib_001,roi_1,original_gldm_DependenceVariance,46.610040590567124
oaizib_001,roi_1,original_gldm_GrayLevelNonUniformity,1208728.471769529
oaizib_001,roi_1,original_gldm_GrayLevelVariance,0.3001516769358078
oaizib_001,roi_1,original_gldm_HighGrayLevelEmphasis,5.325491987698623
oaizib_001,roi_1,original_gldm_LargeDependenceEmphasis,387.8361246292925
oaizib_001,roi_1,original_gldm_LargeDependenceHighGrayLevelEmphasis,1764.589840070012
oaizib_001,roi_1,original_gldm_LargeDependenceLowGrayLevelEmphasis,94.10176574405443
oaizib_001,roi_1,original_gldm_LowGrayLevelEmphasis,0.2393850517678409
oaizib_001,roi_1,original_gldm_SmallDependenceEmphasis,0.017894053928297498
oaizib_001,roi_1,original_gldm_SmallDependenceHighGrayLevelEmphasis,0.13031919648648635
oaizib_001,roi_1,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.00772167551565514
oaizib_001,roi_1,original_glrlm_GrayLevelNonUniformity,277960.1877012739
oaizib_001,roi_1,original_glrlm_GrayLevelNonUniformityNormalized,0.3936274183886415
oaizib_001,roi_1,original_glrlm_GrayLevelVariance,0.5259436289339333
oaizib_001,roi_1,original_glrlm_HighGrayLevelRunEmphasis,6.441204737441145
oaizib_001,roi_1,original_glrlm_LongRunEmphasis,25.369107725066776
oaizib_001,roi_1,original_glrlm_LongRunHighGrayLevelEmphasis,111.96307757245351
oaizib_001,roi_1,original_glrlm_LongRunLowGrayLevelEmphasis,6.364807988187362
oaizib_001,roi_1,original_glrlm_LowGrayLevelRunEmphasis,0.24202801148991296
oaizib_001,roi_1,original_glrlm_RunEntropy,3.9847175332173
oaizib_001,roi_1,original_glrlm_RunLengthNonUniformity,202678.4018683277
oaizib_001,roi_1,original_glrlm_RunLengthNonUniformityNormalized,0.2841183653372778
oaizib_001,roi_1,original_glrlm_RunPercentage,0.32798823589010934
oaizib_001,roi_1,original_glrlm_RunVariance,15.783721730063512
oaizib_001,roi_1,original_glrlm_ShortRunEmphasis,0.5445844276088155
oaizib_001,roi_1,original_glrlm_ShortRunHighGrayLevelEmphasis,3.9177126773920987
oaizib_001,roi_1,original_glrlm_ShortRunLowGrayLevelEmphasis,0.13959197277229082
oaizib_001,roi_1,original_glszm_GrayLevelNonUniformity,11971.501920990117
oaizib_001,roi_1,original_glszm_GrayLevelNonUniformityNormalized,0.3511013262454209
oaizib_001,roi_1,original_glszm_GrayLevelVariance,1.9592707262210922
oaizib_001,roi_1,original_glszm_HighGrayLevelZoneEmphasis,7.322902308120949
oaizib_001,roi_1,original_glszm_LargeAreaEmphasis,75027664.81259349
oaizib_001,roi_1,original_glszm_LargeAreaHighGrayLevelEmphasis,333405256.20309705
oaizib_001,roi_1,original_glszm_LargeAreaLowGrayLevelEmphasis,17839989.11891454
oaizib_001,roi_1,original_glszm_LowGrayLevelZoneEmphasis,0.5351819482339923
oaizib_001,roi_1,original_glszm_SizeZoneNonUniformity,10030.985805202803
oaizib_001,roi_1,original_glszm_SizeZoneNonUniformityNormalized,0.2941896883949557
oaizib_001,roi_1,original_glszm_SmallAreaEmphasis,0.5570147242916145
oaizib_001,roi_1,original_glszm_SmallAreaHighGrayLevelEmphasis,4.091436075925583
oaizib_001,roi_1,original_glszm_SmallAreaLowGrayLevelEmphasis,0.30467456082567673
oaizib_001,roi_1,original_glszm_ZoneEntropy,4.361135077128091
oaizib_001,roi_1,original_glszm_ZonePercentage,0.015847062853307888
oaizib_001,roi_1,original_glszm_ZoneVariance,75023682.80174288
oaizib_001,roi_1,original_ngtdm_Busyness,6325.625843684524
oaizib_001,roi_1,original_ngtdm_Coarseness,3.867290820016769e-06
oaizib_001,roi_1,original_ngtdm_Complexity,24.53577333935386
oaizib_001,roi_1,original_ngtdm_Contrast,0.001604157143318405
oaizib_001,roi_1,original_ngtdm_Strength,0.0008496046803856756
oaizib_001,roi_2,original_shape_Elongation,0.8128996676500254
oaizib_001,roi_2,original_shape_Flatness,0.4513817209083479
oaizib_001,roi_2,original_shape_LeastAxisLength,45.60452239126617
oaizib_001,roi_2,original_shape_MajorAxisLength,101.03316168739158
oaizib_001,roi_2,original_shape_Maximum2DDiameterColumn,84.4060176930193
oaizib_001,roi_2,original_shape_Maximum2DDiameterRow,73.39995716795701
oaizib_001,roi_2,original_shape_Maximum2DDiameterSlice,97.21021353669857
oaizib_001,roi_2,original_shape_Maximum3DDiameter,98.01854524278788
oaizib_001,roi_2,original_shape_MeshVolume,18352.46165284731
oaizib_001,roi_2,original_shape_MinorAxisLength,82.1298235573119
oaizib_001,roi_2,original_shape_Sphericity,0.21371106975860343
oaizib_001,roi_2,original_shape_SurfaceArea,15744.17795045069
oaizib_001,roi_2,original_shape_SurfaceVolumeRatio,0.8578782644129948
oaizib_001,roi_2,original_shape_VoxelVolume,18382.274560702732
oaizib_001,roi_2,original_firstorder_10Percentile,112.0
oaizib_001,roi_2,original_firstorder_90Percentile,213.0
oaizib_001,roi_2,original_firstorder_Energy,5933232522.0
oaizib_001,roi_2,original_firstorder_Entropy,2.631011496021181
oaizib_001,roi_2,original_firstorder_InterquartileRange,50.0
oaizib_001,roi_2,original_firstorder_Kurtosis,2.9864539241429244
oaizib_001,roi_2,original_firstorder_Maximum,319.0
oaizib_001,roi_2,original_firstorder_MeanAbsoluteDeviation,30.888932618062256
oaizib_001,roi_2,original_firstorder_Mean,168.92947637486398
oaizib_001,roi_2,original_firstorder_Median,176.0
oaizib_001,roi_2,original_firstorder_Minimum,25.0
oaizib_001,roi_2,original_firstorder_Range,294.0
oaizib_001,roi_2,original_firstorder_RobustMeanAbsoluteDeviation,21.59602884167872
oaizib_001,roi_2,original_firstorder_RootMeanSquared,173.29685447874368
oaizib_001,roi_2,original_firstorder_Skewness,-0.5824800696497759
oaizib_001,roi_2,original_firstorder_TotalEnergy,552052788.9651239
oaizib_001,roi_2,original_firstorder_Uniformity,0.19160501265230506
oaizib_001,roi_2,original_firstorder_Variance,1494.6317839411383
oaizib_001,roi_2,original_glcm_Autocorrelation,42.48152657687318
oaizib_001,roi_2,original_glcm_ClusterProminence,177.96812912608644
oaizib_001,roi_2,original_glcm_ClusterShade,-12.415683315041266
oaizib_001,roi_2,original_glcm_ClusterTendency,7.58842940879723
oaizib_001,roi_2,original_glcm_Contrast,1.4098795930171664
oaizib_001,roi_2,original_glcm_Correlation,0.6862621898758493
oaizib_001,roi_2,original_glcm_DifferenceAverage,0.8235139616789978
oaizib_001,roi_2,original_glcm_DifferenceEntropy,1.6488269733891323
oaizib_001,roi_2,original_glcm_DifferenceVariance,0.7220345545829627
oaizib_001,roi_2,original_glcm_Id,0.6670077497695343
oaizib_001,roi_2,original_glcm_Idm,0.6444962867573137
oaizib_001,roi_2,original_glcm_Idmn,0.9905996042713411
oaizib_001,roi_2,original_glcm_Idn,0.939684835331764
oaizib_001,roi_2,original_glcm_Imc1,-0.1875251805840216
oaizib_001,roi_2,original_glcm_Imc2,0.7766446758502676
oaizib_001,roi_2,original_glcm_InverseVariance,0.4729057097053657
oaizib_001,roi_2,original_glcm_JointAverage,6.398172010301961
oaizib_001,roi_2,original_glcm_JointEnergy,0.06167052454750625
oaizib_001,roi_2,original_glcm_JointEntropy,4.644843925813451
oaizib_001,roi_2,original_glcm_MCC,0.6920195819837367
oaizib_001,roi_2,original_glcm_MaximumProbability,0.15193430645195677
oaizib_001,roi_2,original_glcm_SumAverage,12.796344020603922
oaizib_001,roi_2,original_glcm_SumEntropy,3.4327981946284334
oaizib_001,roi_2,original_glcm_SumSquares,2.2495772504535987
oaizib_001,roi_2,original_gldm_DependenceEntropy,6.765000590301467
oaizib_001,roi_2,original_gldm_DependenceNonUniformity,10716.123802292916
oaizib_001,roi_2,original_gldm_DependenceNonUniformityNormalized,0.05424100322573794
oaizib_001,roi_2,original_gldm_DependenceVariance,26.59443311967114
oaizib_001,roi_2,original_gldm_GrayLevelNonUniformity,37854.44432465264
oaizib_001,roi_2,original_gldm_GrayLevelVariance,2.4708547051327567
oaizib_001,roi_2,original_gldm_HighGrayLevelEmphasis,41.86729430820236
oaizib_001,roi_2,original_gldm_LargeDependenceEmphasis,129.1030243211095
oaizib_001,roi_2,original_gldm_LargeDependenceHighGrayLevelEmphasis,6029.377187254828
oaizib_001,roi_2,original_gldm_LargeDependenceLowGrayLevelEmphasis,3.4171385479763923
oaizib_001,roi_2,original_gldm_LowGrayLevelEmphasis,0.035084134127893456
oaizib_001,roi_2,original_gldm_SmallDependenceEmphasis,0.03999949184581286
oaizib_001,roi_2,original_gldm_SmallDependenceHighGrayLevelEmphasis,1.2986522107666176
oaizib_001,roi_2,original_gldm_SmallDependenceLowGrayLevelEmphasis,0.002769202479888843
oaizib_001,roi_2,original_glrlm_GrayLevelNonUniformity,22342.033016149187
oaizib_001,roi_2,original_glrlm_GrayLevelNonUniformityNormalized,0.17419666698017514
oaizib_001,roi_2,original_glrlm_GrayLevelVariance,2.734134900330972
oaizib_001,roi_2,original_glrlm_HighGrayLevelRunEmphasis,40.042945648217625
oaizib_001,roi_2,original_glrlm_LongRunEmphasis,3.5872719399427497
oaizib_001,roi_2,original_glrlm_LongRunHighGrayLevelEmphasis,158.15796161588034
oaizib_001,roi_2,original_glrlm_LongRunLowGrayLevelEmphasis,0.11111700382331259
oaizib_001,roi_2,original_glrlm_LowGrayLevelRunEmphasis,0.038682295146416495
oaizib_001,roi_2,original_glrlm_RunEntropy,4.113865108917988
oaizib_001,roi_2,original_glrlm_RunLengthNonUniformity,66535.43316091727
oaizib_001,roi_2,original_glrlm_RunLengthNonUniformityNormalized,0.5156165728430058
oaizib_001,roi_2,original_glrlm_RunPercentage,0.649051821309053
oaizib_001,roi_2,original_glrlm_RunVariance,1.1733996817178505
oaizib_001,roi_2,original_glrlm_ShortRunEmphasis,0.7448777659126229
oaizib_001,roi_2,original_glrlm_ShortRunHighGrayLevelEmphasis,28.665416763257376
oaizib_001,roi_2,original_glrlm_ShortRunLowGrayLevelEmphasis,0.03120440280417596
oaizib_001,roi_2,original_glszm_GrayLevelNonUniformity,695.7876402283015
oaizib_001,roi_2,original_glszm_GrayLevelNonUniformityNormalized,0.13693911439250178
oaizib_001,roi_2,original_glszm_GrayLevelVariance,5.780682562638765
oaizib_001,roi_2,original_glszm_HighGrayLevelZoneEmphasis,30.37689431214328
oaizib_001,roi_2,original_glszm_LargeAreaEmphasis,1166737.133831923
oaizib_001,roi_2,original_glszm_LargeAreaHighGrayLevelEmphasis,51611355.55835465
oaizib_001,roi_2,original_glszm_LargeAreaLowGrayLevelEmphasis,28272.103430995794
oaizib_001,roi_2,original_glszm_LowGrayLevelZoneEmphasis,0.09236728541154471
oaizib_001,roi_2,original_glszm_SizeZoneNonUniformity,1444.8193269041528
oaizib_001,roi_2,original_glszm_SizeZoneNonUniformityNormalized,0.2843572774855644
oaizib_001,roi_2,original_glszm_SmallAreaEmphasis,0.5486405374807436
oaizib_001,roi_2,original_glszm_SmallAreaHighGrayLevelEmphasis,16.47957222874336
oaizib_001,roi_2,original_glszm_SmallAreaLowGrayLevelEmphasis,0.05453477050267749
oaizib_001,roi_2,original_glszm_ZoneEntropy,5.750690889516737
oaizib_001,roi_2,original_glszm_ZonePercentage,0.025718118087717966
oaizib_001,roi_2,original_glszm_ZoneVariance,1165225.2388423076
oaizib_001,roi_2,original_ngtdm_Busyness,185.78295283359176
oaizib_001,roi_2,original_ngtdm_Coarseness,5.55117824390071e-05
oaizib_001,roi_2,original_ngtdm_Complexity,36.299591498123874
oaizib_001,roi_2,original_ngtdm_Contrast,0.02156270987332276
oaizib_001,roi_2,original_ngtdm_Strength,0.0030450206470300557
oaizib_001,roi_3,original_shape_Elongation,0.862160144924202
oaizib_001,roi_3,original_shape_Flatness,0.6748468231870617
oaizib_001,roi_3,original_shape_LeastAxisLength,47.97279200741476
oaizib_001,roi_3,original_shape_MajorAxisLength,71.08693463333846
oaizib_001,roi_3,original_shape_Maximum2DDiameterColumn,82.17399727424569
oaizib_001,roi_3,original_shape_Maximum2DDiameterRow,72.78894995352616
oaizib_001,roi_3,original_shape_Maximum2DDiameterSlice,81.14424258609056
